Branch,City,Customer type,Date,Gender,Invoice ID,Payment,Product line,Time,Cogs,Customer type (copy),Gross Income,Gross Margin Percentage,Payment (copy),Quantity,Rating,Tax 5%,Total,Unit price
B,Mandalay,Member,12-03-2019,Male,573-10-3877,Credit card,Health and beauty,30-12-1899 04:46:00 pm,39.01,,1.9505,4.761904762,,1,4.7,1.9505,40.9605,39.01
C,Naypyitaw,Normal,25-02-2019,Male,735-06-4124,Cash,Food and beverages,30-12-1899 03:31:00 pm,48.61,,2.4305,4.761904762,,1,4.4,2.4305,51.0405,48.61
A,Yangon,Normal,18-03-2019,Female,439-54-7422,Credit card,Electronic accessories,30-12-1899 05:15:00 pm,204.76,,10.238,4.761904762,,4,4.7,10.238,214.998,51.19
B,Mandalay,Normal,23-02-2019,Female,396-90-2219,Cash,Electronic accessories,30-12-1899 12:29:00 pm,119.68,,5.984,4.761904762,,8,8.6,5.984,125.664,14.96
A,Yangon,Member,26-03-2019,Male,411-77-0180,Ewallet,Electronic accessories,30-12-1899 08:14:00 pm,505.4,,25.27,4.761904762,,7,4.3,25.27,530.67,72.2
A,Yangon,Normal,30-03-2019,Female,286-01-5402,Cash,Sports and travel,30-12-1899 01:22:00 pm,281.61,,14.0805,4.761904762,,7,9.6,14.0805,295.6905,40.23
A,Yangon,Member,17-02-2019,Female,803-17-8013,Cash,Home and lifestyle,30-12-1899 05:09:00 pm,710.32,,35.516,4.761904762,,8,4.1,35.516,745.836,88.79
A,Yangon,Member,21-03-2019,Female,512-98-1403,Ewallet,Electronic accessories,30-12-1899 10:40:00 am,79.44,,3.972,4.761904762,,3,4.7,3.972,83.412,26.48
A,Yangon,Normal,05-03-2019,Female,848-42-2560,Cash,Fashion accessories,30-12-1899 05:43:00 pm,163.82,,8.191,4.761904762,,2,7.8,8.191,172.011,81.91
B,Mandalay,Member,31-01-2019,Male,532-59-7201,Cash,Sports and travel,30-12-1899 02:04:00 pm,479.58,,23.979,4.761904762,,6,5.5,23.979,503.559,79.93
C,Naypyitaw,Member,05-02-2019,Male,181-94-6432,Ewallet,Fashion accessories,30-12-1899 07:05:00 pm,138.66,,6.933,4.761904762,,2,9.7,6.933,145.593,69.33
A,Yangon,Member,01-02-2019,Female,870-76-1733,Credit card,Food and beverages,30-12-1899 10:08:00 am,71.15,,3.5575,4.761904762,,5,4.4,3.5575,74.7075,14.23
A,Yangon,Member,07-03-2019,Female,423-64-4619,Cash,Health and beauty,30-12-1899 01:12:00 pm,139.95,,6.9975,4.761904762,,9,5,6.9975,146.9475,15.55
C,Naypyitaw,Member,10-02-2019,Female,227-07-4446,Cash,Electronic accessories,30-12-1899 08:51:00 pm,781.3,,39.065,4.761904762,,10,4.4,39.065,820.365,78.13
C,Naypyitaw,Member,14-02-2019,Male,174-36-3675,Cash,Food and beverages,30-12-1899 05:29:00 pm,198.74,,9.937,4.761904762,,2,5.2,9.937,208.677,99.37
C,Naypyitaw,Member,09-02-2019,Female,428-83-5800,Cash,Food and beverages,30-12-1899 10:25:00 am,63.24,,3.162,4.761904762,,3,7.3,3.162,66.402,21.08
C,Naypyitaw,Member,10-01-2019,Male,603-07-0961,Cash,Electronic accessories,30-12-1899 11:34:00 am,373.95,,18.6975,4.761904762,,5,4.9,18.6975,392.6475,74.79
C,Naypyitaw,Member,11-03-2019,Female,704-20-4138,Credit card,Health and beauty,30-12-1899 06:58:00 pm,207.69,,10.3845,4.761904762,,7,8.1,10.3845,218.0745,29.67
C,Naypyitaw,Member,18-02-2019,Male,787-15-1757,Ewallet,Health and beauty,30-12-1899 04:28:00 pm,176.28,,8.814,4.761904762,,4,8.4,8.814,185.094,44.07
C,Naypyitaw,Normal,26-02-2019,Female,649-11-3678,Cash,Food and beverages,30-12-1899 08:26:00 pm,206.37,,10.3185,4.761904762,,9,5.5,10.3185,216.6885,22.93
C,Naypyitaw,Normal,18-01-2019,Female,622-20-1945,Cash,Health and beauty,30-12-1899 03:08:00 pm,39.42,,1.971,4.761904762,,1,8.4,1.971,41.391,39.42
A,Yangon,Normal,15-02-2019,Male,372-94-8041,Ewallet,Health and beauty,30-12-1899 06:03:00 pm,91.56,,4.578,4.761904762,,6,9.8,4.578,96.138,15.26
A,Yangon,Normal,08-03-2019,Female,563-91-7120,Cash,Fashion accessories,30-12-1899 01:21:00 pm,308.85,,15.4425,4.761904762,,5,6.7,15.4425,324.2925,61.77
A,Yangon,Normal,17-01-2019,Male,746-54-5508,Credit card,Home and lifestyle,30-12-1899 12:48:00 pm,129.12,,6.456,4.761904762,,6,9.4,6.456,135.576,21.52
B,Mandalay,Normal,12-03-2019,Male,276-54-0879,Ewallet,Sports and travel,30-12-1899 07:53:00 pm,390.96,,19.548,4.761904762,,4,6.4,19.548,410.508,97.74
A,Yangon,Member,09-03-2019,Male,815-11-1168,Cash,Food and beverages,30-12-1899 07:09:00 pm,498.9,,24.945,4.761904762,,5,5.4,24.945,523.845,99.78
C,Naypyitaw,Member,12-03-2019,Male,719-76-3868,Cash,Food and beverages,30-12-1899 04:30:00 pm,377.04,,18.852,4.761904762,,4,8.6,18.852,395.892,94.26
B,Mandalay,Member,25-01-2019,Male,730-61-8757,Credit card,Health and beauty,30-12-1899 10:11:00 am,204.52,,10.226,4.761904762,,4,4,10.226,214.746,51.13
A,Yangon,Member,25-03-2019,Male,340-66-0321,Cash,Electronic accessories,30-12-1899 01:07:00 pm,145.44,,7.272,4.761904762,,4,7.6,7.272,152.712,36.36
B,Mandalay,Normal,07-02-2019,Male,868-81-1752,Cash,Home and lifestyle,30-12-1899 06:48:00 pm,198.18,,9.909,4.761904762,,9,6.8,9.909,208.089,22.02
A,Yangon,Normal,17-02-2019,Male,634-97-8956,Credit card,Food and beverages,30-12-1899 05:27:00 pm,98.7,,4.935,4.761904762,,3,9.1,4.935,103.635,32.9
A,Yangon,Normal,03-02-2019,Male,566-71-1091,Cash,Fashion accessories,30-12-1899 03:59:00 pm,385.1,,19.255,4.761904762,,5,5.5,19.255,404.355,77.02
A,Yangon,Member,14-03-2019,Male,442-48-3607,Credit card,Food and beverages,30-12-1899 11:21:00 am,46.96,,2.348,4.761904762,,2,7.9,2.348,49.308,23.48
C,Naypyitaw,Member,24-03-2019,Male,835-16-0096,Ewallet,Sports and travel,30-12-1899 01:48:00 pm,73.5,,3.675,4.761904762,,5,8.5,3.675,77.175,14.7
A,Yangon,Member,21-03-2019,Female,527-09-6272,Credit card,Electronic accessories,30-12-1899 10:17:00 am,142.25,,7.1125,4.761904762,,5,9.1,7.1125,149.3625,28.45
A,Yangon,Normal,19-03-2019,Male,898-04-2717,Ewallet,Fashion accessories,30-12-1899 03:49:00 pm,687.6,,34.38,4.761904762,,9,7.5,34.38,721.98,76.4
B,Mandalay,Normal,24-02-2019,Female,692-27-8933,Cash,Sports and travel,30-12-1899 01:02:00 pm,347.7,,17.385,4.761904762,,6,5.2,17.385,365.085,57.95
C,Naypyitaw,Normal,28-03-2019,Female,633-09-3463,Credit card,Electronic accessories,30-12-1899 12:58:00 pm,142.95,,7.1475,4.761904762,,3,9.5,7.1475,150.0975,47.65
B,Mandalay,Member,05-02-2019,Female,374-17-3652,Credit card,Food and beverages,30-12-1899 03:26:00 pm,385.38,,19.269,4.761904762,,9,8.9,19.269,404.649,42.82
B,Mandalay,Member,10-02-2019,Male,378-07-7001,Credit card,Electronic accessories,30-12-1899 06:23:00 pm,144.27,,7.2135,4.761904762,,3,7.8,7.2135,151.4835,48.09
B,Mandalay,Member,05-03-2019,Female,433-75-6987,Ewallet,Health and beauty,30-12-1899 07:06:00 pm,391.79,,19.5895,4.761904762,,7,8.9,19.5895,411.3795,55.97
B,Mandalay,Member,15-02-2019,Female,873-95-4984,Cash,Health and beauty,30-12-1899 08:21:00 pm,538.3,,26.915,4.761904762,,7,7.7,26.915,565.215,76.9
C,Naypyitaw,Normal,30-01-2019,Female,416-13-5917,Ewallet,Food and beverages,30-12-1899 04:24:00 pm,485.15,,24.2575,4.761904762,,5,9.3,24.2575,509.4075,97.03
A,Yangon,Normal,14-02-2019,Male,150-89-8043,Cash,Sports and travel,30-12-1899 03:04:00 pm,133.95,,6.6975,4.761904762,,3,6.2,6.6975,140.6475,44.65
A,Yangon,Normal,27-02-2019,Female,135-84-8019,Ewallet,Fashion accessories,30-12-1899 04:10:00 pm,701.37,,35.0685,4.761904762,,9,7.6,35.0685,736.4385,77.93
A,Yangon,Member,04-02-2019,Male,441-94-7118,Cash,Electronic accessories,30-12-1899 12:14:00 pm,71.95,,3.5975,4.761904762,,1,7.3,3.5975,75.5475,71.95
C,Naypyitaw,Member,20-01-2019,Female,725-96-3778,Cash,Home and lifestyle,30-12-1899 10:13:00 am,714,,35.7,4.761904762,,8,4.7,35.7,749.7,89.25
A,Yangon,Normal,28-03-2019,Male,531-80-1784,Cash,Electronic accessories,30-12-1899 05:38:00 pm,182.14,,9.107,4.761904762,,7,5.1,9.107,191.247,26.02
B,Mandalay,Normal,27-02-2019,Female,400-45-1220,Credit card,Health and beauty,30-12-1899 11:06:00 am,135,,6.75,4.761904762,,10,4.8,6.75,141.75,13.5
C,Naypyitaw,Member,15-02-2019,Female,860-79-0874,Credit card,Fashion accessories,30-12-1899 02:53:00 pm,993,,49.65,4.761904762,,10,6.6,49.65,1042.65,99.3
A,Yangon,Normal,26-01-2019,Male,834-61-8124,Cash,Electronic accessories,30-12-1899 06:22:00 pm,361.83,,18.0915,4.761904762,,7,5.5,18.0915,379.9215,51.69
B,Mandalay,Member,14-03-2019,Female,115-99-4379,Credit card,Fashion accessories,30-12-1899 07:02:00 pm,383.11,,19.1555,4.761904762,,7,8.5,19.1555,402.2655,54.73
B,Mandalay,Member,02-03-2019,Male,565-67-6697,Cash,Home and lifestyle,30-12-1899 02:16:00 pm,243,,12.15,4.761904762,,9,4.8,12.15,255.15,27
C,Naypyitaw,Normal,04-03-2019,Female,320-49-6392,Cash,Electronic accessories,30-12-1899 03:44:00 pm,30.24,,1.512,4.761904762,,1,8.4,1.512,31.752,30.24
B,Mandalay,Member,07-01-2019,Female,889-04-9723,Credit card,Food and beverages,30-12-1899 12:20:00 pm,356.56,,17.828,4.761904762,,4,7.8,17.828,374.388,89.14
C,Naypyitaw,Normal,08-03-2019,Female,632-90-0281,Credit card,Fashion accessories,30-12-1899 08:01:00 pm,375.5,,18.775,4.761904762,,10,9.3,18.775,394.275,37.55
C,Naypyitaw,Normal,09-01-2019,Female,554-42-2417,Cash,Sports and travel,30-12-1899 01:45:00 pm,954.4,,47.72,4.761904762,,10,5.2,47.72,1002.12,95.44
B,Mandalay,Normal,01-03-2019,Male,453-63-6187,Ewallet,Electronic accessories,30-12-1899 03:40:00 pm,82.5,,4.125,4.761904762,,3,6.5,4.125,86.625,27.5
B,Mandalay,Normal,16-03-2019,Male,578-80-7669,Cash,Sports and travel,30-12-1899 04:58:00 pm,74.97,,3.7485,4.761904762,,1,5.6,3.7485,78.7185,74.97
A,Yangon,Member,17-02-2019,Male,612-36-5536,Credit card,Food and beverages,30-12-1899 11:12:00 am,647.68,,32.384,4.761904762,,8,7.4,32.384,680.064,80.96
C,Naypyitaw,Normal,27-02-2019,Female,605-72-4132,Cash,Food and beverages,30-12-1899 03:12:00 pm,755.76,,37.788,4.761904762,,8,9.1,37.788,793.548,94.47
C,Naypyitaw,Normal,07-03-2019,Male,471-41-2823,Ewallet,Food and beverages,30-12-1899 08:37:00 pm,199.58,,9.979,4.761904762,,2,8,9.979,209.559,99.79
A,Yangon,Normal,21-01-2019,Male,462-67-9126,Cash,Home and lifestyle,30-12-1899 05:44:00 pm,439.32,,21.966,4.761904762,,6,7.2,21.966,461.286,73.22
C,Naypyitaw,Normal,19-02-2019,Female,272-27-9238,Cash,Food and beverages,30-12-1899 04:23:00 pm,164.96,,8.248,4.761904762,,4,7.1,8.248,173.208,41.24
C,Naypyitaw,Normal,06-01-2019,Female,834-25-9262,Cash,Fashion accessories,30-12-1899 12:12:00 pm,326.72,,16.336,4.761904762,,4,9.1,16.336,343.056,81.68
C,Naypyitaw,Normal,14-03-2019,Female,122-61-9553,Cash,Electronic accessories,30-12-1899 07:33:00 pm,461.88,,23.094,4.761904762,,9,5.6,23.094,484.974,51.32
A,Yangon,Member,24-03-2019,Male,468-88-0009,Cash,Home and lifestyle,30-12-1899 10:29:00 am,263.76,,13.188,4.761904762,,4,6,13.188,276.948,65.94
C,Naypyitaw,Normal,27-01-2019,Female,613-59-9758,Cash,Sports and travel,30-12-1899 02:28:00 pm,143.6,,7.18,4.761904762,,10,5.4,7.18,150.78,14.36
A,Yangon,Member,06-03-2019,Male,254-31-0042,Credit card,Electronic accessories,30-12-1899 12:46:00 pm,193.5,,9.675,4.761904762,,9,7.8,9.675,203.175,21.5
B,Mandalay,Member,02-02-2019,Female,201-86-2184,Cash,Electronic accessories,30-12-1899 07:40:00 pm,183.82,,9.191,4.761904762,,7,9.9,9.191,193.011,26.26
B,Mandalay,Normal,25-01-2019,Female,261-12-8671,Credit card,Fashion accessories,30-12-1899 07:39:00 pm,121.92,,6.096,4.761904762,,2,4.9,6.096,128.016,60.96
C,Naypyitaw,Normal,14-03-2019,Female,730-70-9830,Ewallet,Home and lifestyle,30-12-1899 05:54:00 pm,420.66,,21.033,4.761904762,,6,5.2,21.033,441.693,70.11
C,Naypyitaw,Normal,29-01-2019,Male,382-25-8917,Cash,Fashion accessories,30-12-1899 12:25:00 pm,252.48,,12.624,4.761904762,,6,8.9,12.624,265.104,42.08
A,Yangon,Normal,03-01-2019,Female,422-29-8786,Credit card,Home and lifestyle,30-12-1899 04:47:00 pm,335.45,,16.7725,4.761904762,,5,9.1,16.7725,352.2225,67.09
A,Yangon,Member,14-01-2019,Female,667-23-5919,Ewallet,Fashion accessories,30-12-1899 12:52:00 pm,483.5,,24.175,4.761904762,,5,7,24.175,507.675,96.7
B,Mandalay,Member,05-01-2019,Female,843-01-4703,Credit card,Home and lifestyle,30-12-1899 07:50:00 pm,318.42,,15.921,4.761904762,,9,9.6,15.921,334.341,35.38
C,Naypyitaw,Normal,22-02-2019,Male,743-88-1662,Ewallet,Sports and travel,30-12-1899 06:17:00 pm,668.43,,33.4215,4.761904762,,7,8.7,33.4215,701.8515,95.49
C,Naypyitaw,Member,06-02-2019,Male,595-86-2894,Ewallet,Fashion accessories,30-12-1899 05:20:00 pm,387.92,,19.396,4.761904762,,4,9.4,19.396,407.316,96.98
B,Mandalay,Normal,30-01-2019,Female,182-69-8360,Credit card,Electronic accessories,30-12-1899 01:32:00 pm,94.6,,4.73,4.761904762,,4,4,4.73,99.33,23.65
A,Yangon,Member,11-01-2019,Male,289-15-7034,Credit card,Sports and travel,30-12-1899 10:37:00 am,329.32,,16.466,4.761904762,,4,7.5,16.466,345.786,82.33
C,Naypyitaw,Normal,19-03-2019,Female,462-78-5240,Cash,Electronic accessories,30-12-1899 02:35:00 pm,53.22,,2.661,4.761904762,,2,4.2,2.661,55.881,26.61
B,Mandalay,Normal,14-01-2019,Female,868-52-7573,Cash,Food and beverages,30-12-1899 12:09:00 pm,498.45,,24.9225,4.761904762,,5,9.9,24.9225,523.3725,99.69
C,Naypyitaw,Member,01-03-2019,Female,153-58-4872,Ewallet,Food and beverages,30-12-1899 03:32:00 pm,299.56,,14.978,4.761904762,,4,4.2,14.978,314.538,74.89
A,Yangon,Normal,06-01-2019,Female,662-72-2873,Ewallet,Food and beverages,30-12-1899 01:58:00 pm,204.7,,10.235,4.761904762,,5,9.9,10.235,214.935,40.94
B,Mandalay,Member,31-01-2019,Male,525-88-7307,Cash,Sports and travel,30-12-1899 01:19:00 pm,75.82,,3.791,4.761904762,,1,5.8,3.791,79.611,75.82
C,Naypyitaw,Normal,11-03-2019,Male,689-16-9784,Cash,Food and beverages,30-12-1899 01:37:00 pm,280.62,,14.031,4.761904762,,6,6,14.031,294.651,46.77
A,Yangon,Normal,20-02-2019,Female,725-56-0833,Credit card,Health and beauty,30-12-1899 04:49:00 pm,323.2,,16.16,4.761904762,,10,10,16.16,339.36,32.32
C,Naypyitaw,Member,27-01-2019,Female,394-41-0748,Ewallet,Fashion accessories,30-12-1899 02:55:00 pm,486.63,,24.3315,4.761904762,,9,9.5,24.3315,510.9615,54.07
B,Mandalay,Normal,10-03-2019,Male,596-42-3999,Credit card,Food and beverages,30-12-1899 02:04:00 pm,127.54,,6.377,4.761904762,,7,6.6,6.377,133.917,18.22
C,Naypyitaw,Member,15-02-2019,Female,541-89-9860,Cash,Fashion accessories,30-12-1899 12:31:00 pm,241.44,,12.072,4.761904762,,3,8.1,12.072,253.512,80.48
B,Mandalay,Normal,26-01-2019,Female,173-82-9529,Cash,Fashion accessories,30-12-1899 02:51:00 pm,379.5,,18.975,4.761904762,,10,9.7,18.975,398.475,37.95
A,Yangon,Member,13-02-2019,Male,563-36-9814,Ewallet,Electronic accessories,30-12-1899 06:27:00 pm,76.82,,3.841,4.761904762,,1,7.2,3.841,80.661,76.82
A,Yangon,Member,09-03-2019,Female,308-47-4913,Credit card,Sports and travel,30-12-1899 12:45:00 pm,522.6,,26.13,4.761904762,,10,6.2,26.13,548.73,52.26
A,Yangon,Normal,06-03-2019,Female,885-17-6250,Ewallet,Health and beauty,30-12-1899 10:36:00 am,79.74,,3.987,4.761904762,,1,7.3,3.987,83.727,79.74
A,Yangon,Normal,24-01-2019,Female,726-27-2396,Ewallet,Health and beauty,30-12-1899 08:36:00 pm,387.5,,19.375,4.761904762,,5,4.3,19.375,406.875,77.5
A,Yangon,Normal,13-03-2019,Female,316-01-3952,Ewallet,Food and beverages,30-12-1899 02:16:00 pm,271.35,,13.5675,4.761904762,,5,4.6,13.5675,284.9175,54.27
B,Mandalay,Normal,15-03-2019,Male,760-54-1821,Cash,Home and lifestyle,30-12-1899 10:26:00 am,122.31,,6.1155,4.761904762,,9,5.8,6.1155,128.4255,13.59
B,Mandalay,Member,05-03-2019,Female,793-10-3222,Credit card,Health and beauty,30-12-1899 01:30:00 pm,246.36,,12.318,4.761904762,,6,8.3,12.318,258.678,41.06
B,Mandalay,Member,04-03-2019,Male,346-12-3257,Cash,Electronic accessories,30-12-1899 04:28:00 pm,173.16,,8.658,4.761904762,,9,8,8.658,181.818,19.24
C,Naypyitaw,Normal,25-03-2019,Female,110-05-6330,Credit card,Food and beverages,30-12-1899 08:18:00 pm,236.58,,11.829,4.761904762,,6,9.4,11.829,248.409,39.43
C,Naypyitaw,Normal,12-03-2019,Male,651-61-0874,Credit card,Home and lifestyle,30-12-1899 08:04:00 pm,184.88,,9.244,4.761904762,,4,6.2,9.244,194.124,46.22
C,Naypyitaw,Member,04-02-2019,Male,236-86-3015,Ewallet,Home and lifestyle,30-12-1899 01:38:00 pm,13.98,,0.699,4.761904762,,1,9.8,0.699,14.679,13.98
B,Mandalay,Normal,22-02-2019,Female,831-64-0259,Ewallet,Fashion accessories,30-12-1899 10:43:00 am,198.75,,9.9375,4.761904762,,5,9.6,9.9375,208.6875,39.75
C,Naypyitaw,Member,16-02-2019,Female,587-03-7455,Ewallet,Fashion accessories,30-12-1899 05:30:00 pm,684.53,,34.2265,4.761904762,,7,4.9,34.2265,718.7565,97.79
A,Yangon,Member,19-01-2019,Male,882-40-4577,Credit card,Sports and travel,30-12-1899 03:28:00 pm,269.04,,13.452,4.761904762,,4,8,13.452,282.492,67.26
A,Yangon,Normal,11-01-2019,Male,732-67-5346,Credit card,Food and beverages,30-12-1899 07:07:00 pm,68.95,,3.4475,4.761904762,,5,7.8,3.4475,72.3975,13.79
B,Mandalay,Member,04-01-2019,Female,725-32-9708,Cash,Fashion accessories,30-12-1899 07:01:00 pm,274.84,,13.742,4.761904762,,4,4.1,13.742,288.582,68.71
A,Yangon,Normal,04-03-2019,Female,256-08-8343,Ewallet,Home and lifestyle,30-12-1899 07:48:00 pm,226.12,,11.306,4.761904762,,4,5.5,11.306,237.426,56.53
C,Naypyitaw,Normal,28-01-2019,Female,372-26-1506,Ewallet,Fashion accessories,30-12-1899 07:24:00 pm,119.1,,5.955,4.761904762,,5,5.4,5.955,125.055,23.82
B,Mandalay,Normal,02-01-2019,Female,244-08-0162,Cash,Health and beauty,30-12-1899 01:00:00 pm,342.1,,17.105,4.761904762,,10,5.1,17.105,359.205,34.21
B,Mandalay,Normal,25-01-2019,Male,569-71-4390,Ewallet,Sports and travel,30-12-1899 02:29:00 pm,43.74,,2.187,4.761904762,,2,6.9,2.187,45.927,21.87
A,Yangon,Member,04-01-2019,Male,132-23-6451,Cash,Health and beauty,30-12-1899 01:21:00 pm,104.85,,5.2425,4.761904762,,5,7.8,5.2425,110.0925,20.97
A,Yangon,Normal,10-03-2019,Male,696-90-2548,Ewallet,Sports and travel,30-12-1899 06:55:00 pm,77.52,,3.876,4.761904762,,3,6.6,3.876,81.396,25.84
A,Yangon,Normal,22-03-2019,Male,472-15-9636,Ewallet,Home and lifestyle,30-12-1899 07:36:00 pm,407.44,,20.372,4.761904762,,8,9.2,20.372,427.812,50.93
B,Mandalay,Normal,25-01-2019,Male,268-03-6164,Ewallet,Health and beauty,30-12-1899 04:28:00 pm,96.11,,4.8055,4.761904762,,1,7.8,4.8055,100.9155,96.11
C,Naypyitaw,Normal,08-01-2019,Female,750-57-9686,Credit card,Home and lifestyle,30-12-1899 01:48:00 pm,181.52,,9.076,4.761904762,,4,8.7,9.076,190.596,45.38
C,Naypyitaw,Member,22-01-2019,Female,186-09-3669,Ewallet,Health and beauty,30-12-1899 10:57:00 am,81.51,,4.0755,4.761904762,,1,9.2,4.0755,85.5855,81.51
B,Mandalay,Normal,12-01-2019,Female,848-07-1692,Ewallet,Health and beauty,30-12-1899 05:13:00 pm,114.44,,5.722,4.761904762,,2,8.3,5.722,120.162,57.22
A,Yangon,Member,04-02-2019,Female,745-71-3520,Cash,Electronic accessories,30-12-1899 10:23:00 am,176.54,,8.827,4.761904762,,7,8.2,8.827,185.367,25.22
C,Naypyitaw,Member,28-03-2019,Female,266-76-6436,Ewallet,Food and beverages,30-12-1899 01:57:00 pm,115.8,,5.79,4.761904762,,3,7.5,5.79,121.59,38.6
C,Naypyitaw,Normal,23-01-2019,Female,740-22-2500,Cash,Electronic accessories,30-12-1899 01:29:00 pm,252.15,,12.6075,4.761904762,,3,9.8,12.6075,264.7575,84.05
C,Naypyitaw,Member,08-02-2019,Female,271-88-8734,Credit card,Fashion accessories,30-12-1899 01:00:00 pm,972.1,,48.605,4.761904762,,10,8.7,48.605,1020.705,97.21
B,Mandalay,Member,19-03-2019,Male,301-81-8610,Credit card,Fashion accessories,30-12-1899 07:42:00 pm,203.36,,10.168,4.761904762,,8,6.7,10.168,213.528,25.42
C,Naypyitaw,Normal,09-03-2019,Male,489-64-4354,Cash,Fashion accessories,30-12-1899 03:36:00 pm,16.28,,0.814,4.761904762,,1,5,0.814,17.094,16.28
B,Mandalay,Member,02-01-2019,Male,198-84-7132,Cash,Fashion accessories,30-12-1899 01:40:00 pm,365.49,,18.2745,4.761904762,,9,7,18.2745,383.7645,40.61
A,Yangon,Member,21-01-2019,Male,269-10-8440,Cash,Health and beauty,30-12-1899 06:01:00 pm,372.19,,18.6095,4.761904762,,7,8.9,18.6095,390.7995,53.17
B,Mandalay,Member,20-03-2019,Female,650-98-6268,Credit card,Food and beverages,30-12-1899 01:53:00 pm,62.61,,3.1305,4.761904762,,3,8,3.1305,65.7405,20.87
B,Mandalay,Normal,27-02-2019,Male,741-73-3559,Cash,Sports and travel,30-12-1899 05:27:00 pm,336.35,,16.8175,4.761904762,,5,6.9,16.8175,353.1675,67.27
A,Yangon,Member,08-03-2019,Female,325-77-6186,Ewallet,Home and lifestyle,30-12-1899 10:53:00 am,906.5,,45.325,4.761904762,,10,7.3,45.325,951.825,90.65
B,Mandalay,Normal,31-01-2019,Male,286-75-7818,Credit card,Fashion accessories,30-12-1899 07:48:00 pm,138.16,,6.908,4.761904762,,2,6.9,6.908,145.068,69.08
C,Naypyitaw,Normal,08-03-2019,Male,574-57-9721,Ewallet,Food and beverages,30-12-1899 04:53:00 pm,86.54,,4.327,4.761904762,,2,5.7,4.327,90.867,43.27
A,Yangon,Normal,13-01-2019,Female,459-50-7686,Ewallet,Electronic accessories,30-12-1899 07:14:00 pm,140.76,,7.038,4.761904762,,6,6.4,7.038,147.798,23.46
B,Mandalay,Normal,09-03-2019,Male,616-87-0016,Credit card,Fashion accessories,30-12-1899 02:36:00 pm,668.78,,33.439,4.761904762,,7,9.6,33.439,702.219,95.54
B,Mandalay,Normal,22-02-2019,Female,837-55-7229,Credit card,Fashion accessories,30-12-1899 06:19:00 pm,47.44,,2.372,4.761904762,,1,6.8,2.372,49.812,47.44
C,Naypyitaw,Normal,19-03-2019,Male,751-69-0068,Ewallet,Sports and travel,30-12-1899 07:09:00 pm,893.16,,44.658,4.761904762,,9,9,44.658,937.818,99.24
C,Naypyitaw,Member,20-01-2019,Male,257-73-1380,Ewallet,Sports and travel,30-12-1899 04:51:00 pm,331.72,,16.586,4.761904762,,4,9.6,16.586,348.306,82.93
A,Yangon,Normal,08-03-2019,Male,345-08-4992,Credit card,Home and lifestyle,30-12-1899 03:37:00 pm,203.94,,10.197,4.761904762,,6,7.7,10.197,214.137,33.99
C,Naypyitaw,Member,08-03-2019,Male,549-96-4200,Ewallet,Food and beverages,30-12-1899 08:15:00 pm,68.16,,3.408,4.761904762,,4,7,3.408,71.568,17.04
C,Naypyitaw,Normal,07-02-2019,Female,810-60-6344,Credit card,Electronic accessories,30-12-1899 02:38:00 pm,326.88,,16.344,4.761904762,,8,6.5,16.344,343.224,40.86
C,Naypyitaw,Member,15-01-2019,Male,450-28-2866,Cash,Food and beverages,30-12-1899 07:25:00 pm,87.2,,4.36,4.761904762,,5,8.1,4.36,91.56,17.44
B,Mandalay,Member,22-03-2019,Female,394-30-3170,Credit card,Sports and travel,30-12-1899 07:35:00 pm,707.44,,35.372,4.761904762,,8,4.3,35.372,742.812,88.43
A,Yangon,Member,15-01-2019,Female,138-17-5109,Credit card,Home and lifestyle,30-12-1899 03:42:00 pm,802.89,,40.1445,4.761904762,,9,6.5,40.1445,843.0345,89.21
C,Naypyitaw,Normal,08-01-2019,Male,192-98-7397,Ewallet,Fashion accessories,30-12-1899 02:11:00 pm,12.78,,0.639,4.761904762,,1,9.5,0.639,13.419,12.78
A,Yangon,Normal,15-01-2019,Female,301-11-9629,Cash,Sports and travel,30-12-1899 10:43:00 am,133.7,,6.685,4.761904762,,7,9.7,6.685,140.385,19.1
B,Mandalay,Member,28-01-2019,Female,390-80-5128,Credit card,Health and beauty,30-12-1899 05:58:00 pm,19.15,,0.9575,4.761904762,,1,9.5,0.9575,20.1075,19.15
C,Naypyitaw,Member,14-02-2019,Male,235-46-8343,Credit card,Food and beverages,30-12-1899 11:26:00 am,276.6,,13.83,4.761904762,,10,8.9,13.83,290.43,27.66
C,Naypyitaw,Normal,10-03-2019,Male,453-12-7053,Credit card,Fashion accessories,30-12-1899 05:38:00 pm,137.22,,6.861,4.761904762,,3,6.5,6.861,144.081,45.74
B,Mandalay,Member,12-01-2019,Female,296-11-7041,Credit card,Health and beauty,30-12-1899 08:07:00 pm,27.07,,1.3535,4.761904762,,1,5.3,1.3535,28.4235,27.07
B,Mandalay,Member,26-03-2019,Female,449-27-2918,Credit card,Sports and travel,30-12-1899 11:02:00 am,39.12,,1.956,4.761904762,,1,9.6,1.956,41.076,39.12
B,Mandalay,Normal,01-01-2019,Female,891-01-7034,Cash,Electronic accessories,30-12-1899 07:07:00 pm,448.26,,22.413,4.761904762,,6,6.7,22.413,470.673,74.71
B,Mandalay,Normal,02-01-2019,Male,744-09-5786,Cash,Electronic accessories,30-12-1899 06:50:00 pm,132.06,,6.603,4.761904762,,6,7.6,6.603,138.663,22.01
